circuit,optimization_level,time_ms,depth,one_qubit_gates,two_qubit_gates,backend,backend_num_qubits,circuit_qubits,circuit_clbits
adder_n118.qasm,1,792.987,3041,9608,2033,ibm_brisbane,127,118,236
adder_n118.qasm,2,185.509,2681,7269,1968,ibm_brisbane,127,118,236
adder_n118.qasm,3,221.859,2473,6598,1784,ibm_brisbane,127,118,236
