name,circuit_file,logical_qubits,qiskit_o1_time_ms,qiskit_o2_time_ms,qiskit_o3_time_ms,qmap_time_ms,qasmtrans_time_ms,ratio_o1_over_qt,qiskit_o1_single_qubit,qiskit_o2_single_qubit,qiskit_o3_single_qubit,qasmtrans_single_qubit,qiskit_o1_two_qubit,qiskit_o2_two_qubit,qiskit_o3_two_qubit,qasmtrans_two_qubit,qiskit_o1_depth,qiskit_o2_depth,qiskit_o3_depth,qasmtrans_depth
qaoa_n6,/home/hoyt924.linux/qasmtrans/data/test_benchmark/qaoa_n6.qasm,6,65.186,130.339,143.930,,11.541477,5.65,324,202,216,816,81,60,64,138,214,117,135,506
