name,circuit_file,logical_qubits,qiskit_o1_time_ms,qiskit_o2_time_ms,qiskit_o3_time_ms,qmap_time_ms,qasmtrans_time_ms,ratio_o1_over_qt,qiskit_o1_single_qubit,qiskit_o2_single_qubit,qiskit_o3_single_qubit,qasmtrans_single_qubit,qiskit_o1_two_qubit,qiskit_o2_two_qubit,qiskit_o3_two_qubit,qasmtrans_two_qubit,qiskit_o1_depth,qiskit_o2_depth,qiskit_o3_depth,qasmtrans_depth
adder_n4,/home/hoyt924.linux/qasmtrans/data/test_benchmark/adder_n4.qasm,4,19.969,40.622,44.828,,2.667457,7.49,17,16,16,17,13,13,13,19,20,19,19,30
